Marca de temps,Localitat,Data,Categoria,"En cas d'altres, quina?","Nom de l'activitat ","Companyia, artista",Lloc,Llengua de l'activitat,Preu,Regidoria organitzadora,Llengua de la publicitat,Font,Persona que ha introduït les dades,,,Estructura dades,Observacions estructura dades
08/02/2023 13:00:10,Bunyol,18/12/2022,Música,,Concert Nadal: Banda Juvenil S.M l'Artística,Banda Juvenil S.M l'Artística,Teatre Montecarlo,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo/?fbid=524778173028239&set=a.302065371966188,Hermi,,,,
09/02/2023 10:11:16,Burjassot,18/12/2022,Dansa,,Rebel·lió,Marea Danza,Centre Cultural Tívoli,No hi ha informació,6€,Cultura,Valencià/català,https://www.burjassot.org/va/rebelion-espectaculo-de-danza-para-publico-familiar-llega-al-tivoli/,Hermi,,,,
06/02/2023 13:35:08,Canals,18/12/2022,Música,,CONCERT DE NADAL DEL COR CALIXTÍ,Associació Musical Canalense,Monestir de Santa Clara,No hi ha informació,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/AjuntamentCanals?locale=ca_ES,Joan,,,,
07/02/2023 10:57:21,Catarroja,18/12/2022,Teatre,,Plàstic,La Família Política,Parc 8 de març,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/AjuntamentdeCatarroja,Joan,,,,
08/02/2023 9:38:25,Cheste,18/12/2022,Música,,CONCIERTO - CANTAMOS LA NAVIDAD,Asociación Musical La Lira,ESGLÉSIA SAN LUCAS EVANGELISTA,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.cheste.es/evento/concierto-cantamos-navidad-0,Joan,,,,
07/02/2023 13:26:38,Cullera,18/12/2022,Música,,Cicle de Concerts d'Hivern - Orquestra SMI Santa Cecilia,ORQUESTRA SIMFÒNICA SMI SANTA CECILIA,Auditori Municipal Cullera,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/AjuntamentDeCullera,Joan,,,,
07/02/2023 13:11:43,Cullera,18/12/2022,Teatre,,CULLERA A ESCENA - L' ÚLTIM BEATLE,,CASA DE LA CULTURA,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/AjuntamentDeCullera,Joan,,,,
08/02/2023 11:33:20,"Eliana, l´",18/12/2022,Teatre,,Entre copas,Ados Teatroa i Pentación Espectáculos,AUDITORI MUNICIPAL,Espanyol,"10€, 8€",Cultura,Valencià/català,https://www.leliana.es/va/evento/entre-copas,Joan,,,,
06/02/2023 13:10:31,Gandia,18/12/2022,Música,,Concert de Nadal,Associació Centre Musical de Beniopa,Teatre Serrano,Activitat sense llengua,,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/concert-de-nadal-2/,Hermi,,,,
06/02/2023 13:09:21,Gandia,18/12/2022,Activitats sobre patrimoni,,Rutes i sendes pel patrimoni natural: CASTELL DE VILALLONGA,UPG,CASTELL DE VILALLONGA,Valencià/català,5€,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/rutes-i-sendes-pel-patrimoni-natural/,Hermi,,,,
09/02/2023 11:22:59,Godella,18/12/2022,Música,,Concert de Nadal: Agrupación Musical de Rocafort,Agrupación Musical de Rocafort,Teatre Capitolio,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.taquillagodella.es/val/producto/desembre-2022/concert-agrupacio-musical-de-rocafort/,Hermi,,,,
06/02/2023 11:12:27,Llíria,18/12/2022,Música,,Concert de Nadal de la Banda UDP Llíria-Camp de Túria-Serrans,Banda UDP Llíria-Camp de Túria-Serrans,Teatre Llar de les Persones Majors,Activitat sense llengua,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20diciembre%202022.pdf,Marina,,,,
06/02/2023 11:15:46,Llíria,18/12/2022,Música,,Jeju Prime Orquestra Filharmònica,Orquestra de la ciutat de Jeju,Teatre de la Unió Musical,Activitat sense llengua,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20diciembre%202022.pdf,Marina,,,,
06/02/2023 11:14:28,Llíria,18/12/2022,Música,,Un somni de Nadal,Banda Juvenil Primitica de Llíria i alumnat de l'Escola de Música,Teatre Banda Primitiva,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20diciembre%202022.pdf,Marina,,,,
09/02/2023 13:13:53,Manises,18/12/2022,Música,,El Diluvi,El Diluvi,Plaça Rafael Atard,Valencià/català,,Cultura,Valencià/català,https://www.manises.es/va/promocio-del-valencia/evento/diluvi,Hermi,,,,
09/02/2023 13:16:05,Manises,18/12/2022,Teatre,,Miss Poppins,La tourne teatro,,Valencià/català,3€ / 10€ per a quatre persones,Cultura,Bilingüe,https://www.manises.es/va/evento/miss-poppins,Hermi,,,,
03/05/2023 13:01:03,Massamagrell,18/12/2022,Música,,Concert de Nadal,Cor de l'Escola de Música,Centre Cultural Joan Fuster i Ortells,Activitat sense llengua,,Cultura,Bilingüe,https://www.facebook.com/photo.php?fbid=587716293361666&set=pb.100063699004307.-2207520000.&type=3,Hermi,,,,
28/04/2023 13:33:19,Meliana,18/12/2022,Música,,Concert de Nadal,"Orquestra, Banda Jove i Coral",,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/IMCmeliana/?locale=es_ES,Hermi,,,,
08/02/2023 13:37:39,Oliva,18/12/2022,Música,,Concert del cor MEGOC Christmas ,cor MEGOC,Església de Sant Francesc,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
08/02/2023 13:36:12,Oliva,18/12/2022,Contacontes,,Desordre a la biblioselva,,Pati de la casa de Maians,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
08/02/2023 13:34:45,Oliva,18/12/2022,Música,,VIII Concert de Nadal de l'agrupació musical de la Pietat,Agrupació musical de la Pietat,Parròquia de Sant Roc,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
13/02/2023 12:52:33,Ontinyent,18/12/2022,Teatre,,POI,D'ES TRO,Parc del poeta Vicent Andrés Estellés,No hi ha informació,,Cultura,Valencià/català,https://www.ontinyent.es/va/evento/xi-festival-circ-teatre-al-carrer-ontinyent,Blanca,,,,
04/04/2023 9:43:42,Picanya,18/12/2022,Música,,Concert Conjunt instrumental i Brass Band UMP,Conjunt instrumental i Brass Band UMP,Centre Cultural,Activitat sense llengua,,Cultura,Valencià/català,http://www.picanya.org/informacio/noticies/i/18831/481/ensemble-il-viaggio-musica-de-cambra-a-villa-rosita?fbclid=IwAR1c5oDUI9vl7sJlqRlkcR7WagfcXqDhXLN8k9s9KtRG4UmD5lKFLpJ8U20,Blanca,,,,
09/02/2023 12:53:23,Picassent,18/12/2022,Teatre,,BAOBAB,La Pera Limonera,CASA DE CULTURA,Espanyol,4€,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=510037634493432&set=pb.100064615993065.-2207520000.&locale=es_ES,Joan,,,,
10/02/2023 9:40:23,"Pobla de Farnals, la",18/12/2022,Música,,XICS I XIQUES DEL COR,,CASA DE LA CULTURA,No hi ha informació,,Cultura,Bilingüe,https://www.lapobladefarnals.es/es/evento/conciertos-navidad,Joan,,,,
10/02/2023 13:10:05,Rafelbunyol,18/12/2022,Teatre,,La prinzesa de hielo,,Saló d'Actes Casa de la Cultura,Espanyol,3€,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.rafelbunyol.es/va/evento/musical-infantil-prinzesa-hielo,Marina,,,,
13/02/2023 10:36:20,Requena,18/12/2022,Cinema,,Mundo Extraño,,Teatro Principal,Espanyol,,Cultura,Espanyol,https://www.requena.es/evento/cine-mundo-extrano,Marina,,,,
13/02/2023 11:09:01,Rocafort,18/12/2022,Música,,Concert de Gala de Nadal: Banda Simfònica de Rocafort,"Banda Simfònica de Rocafort, en col·laboració amb la Coral Thíasos",Capitoli de Godella,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
27/04/2023 13:13:43,Sagunt,18/12/2022,Cinema,,Pozos de ambición,,Centre Cultural Mario Monreal,Espanyol,,Cultura,Valencià/català,https://aytosagunto.es/media/jyrnwzjj/agenda-tardor-2022.pdf,Marina,,,,
14/02/2023 10:18:27,Silla,18/12/2022,Música,,"Concert de Nadal: Orquestra, Coral Polifònica i Cor Jove de la Lírica",Agrupació Musical La Lírica,Església de la Mare de Déu dels Àngels,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/people/Cultura-Silla/100064473113288/,Hermi,,,,
14/02/2023 10:11:38,Silla,18/12/2022,Altres,Dansa,El Poble Balla,Teajudem Silla,Centre Cultural Carmen Valero,Activitat sense llengua,4€,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/people/Cultura-Silla/100064473113288/,Hermi,,,,
14/02/2023 9:59:35,Sueca,18/12/2022,Música,,Concert de Nadal,Societat Unió Musical de Sueca,CM Bernat i Baldoví,Activitat sense llengua,,Cultura,Valencià/català,https://www.sueca.es/val/evento-pagina-aviso/programacio-cultural-desembre-2022?fbclid=IwAR27SPHTNbs4NViUy-FCel2qs_-fN8_BBfGkmu3bA2BiVZCnxZ6C9ciOIF8,Blanca,,,,
14/02/2023 10:00:33,Sueca,18/12/2022,Música,,Concert de Nadal ,Societat Ateneu Musical de Sueca,CM Bernat i Baldoví,Activitat sense llengua,,Cultura,Valencià/català,https://www.sueca.es/val/evento-pagina-aviso/programacio-cultural-desembre-2022?fbclid=IwAR27SPHTNbs4NViUy-FCel2qs_-fN8_BBfGkmu3bA2BiVZCnxZ6C9ciOIF8,Blanca,,,,
14/02/2023 16:09:47,Tavernes Blanques,18/12/2022,Teatre,,Anorak,,Plaça Germanies i voltants,No hi ha informació,,Cultura,Bilingüe,https://www.tavernesblanques.es/sites/www.tavernesblanques.es/files/20220913_stage%2022_cuadriptico_digital.pdf,Blanca,,,,
14/02/2023 11:22:36,Utiel,18/12/2022,Música,,CONCIERTO NAVIDAD,UNIÓN MUSICAL UTIELANA,TEATRE RAMBAL,Espanyol,,Cultura,Espanyol,https://www.facebook.com/photo.php?fbid=520221396803780&set=pb.100064477728448.-2207520000.&type=3,Joan,,,,
16/02/2023 10:27:37,València,18/12/2022,Música,,"Rodafolk, cançons i balls valencians",,Eixida des de la plaça de la Reina,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/photo.php?fbid=532216778932790&set=pb.100064334186594.-2207520000.&type=3,Blanca,,,,
13/02/2023 13:57:42,Vilamarxant,18/12/2022,Dansa,,Hoy toca ser feliz,Quadre Artístic de Vilamarxant,Casa de la Cultura,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/AjuntamentVilamarxant/?locale=es_ES,Marina,,,,
15/02/2023 10:18:14,Xirivella,18/12/2022,Cinema,,"Lilo, mi amigo el cocodrilo",Josh Gordon,Teatre-auditori Xirivella,Espanyol,2'5€,Cultura,Bilingüe,https://www.facebook.com/photo?fbid=498788085616574&set=pcb.494224332739616,Blanca,,,,
08/02/2023 12:25:31,Aldaia,19/12/2022,Contacontes,,Los duendes de la biblioteca,,Plaça de la Cultura,Espanyol,,Joventut,Valencià/català,https://www.aldaia.es/portada,Marina,,,,
08/02/2023 9:58:53,Almussafes,19/12/2022,Altres,Festival de Nadal,Festival de Nadal,Juniors Almussafes,Centre Cultural,No hi ha informació,3€-5€,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.facebook.com/AjuntamentAlmussafes/?locale=es_ES,Marina,,,,
08/02/2023 12:52:51,Bunyol,19/12/2022,Presentació llibre,,"Adiós, pqueño",Máximo Huerta,Sala el Mercado,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo/?fbid=524778173028239&set=a.302065371966188,Hermi,,,,
08/02/2023 12:52:45,Chiva,19/12/2022,Exposició,,EXPOSICIÓN- No em toques el Whatsapp,,ESPAI JOVE,Activitat sense llengua,,Joventut,Espanyol,https://www.chiva.es/2022-12-16/exposicion-no-em-toques-whatsapp,Joan,,,,
06/02/2023 13:11:46,Gandia,19/12/2022,Conferència,,La tomba de Tutankhamon,José Lull,Casa de la Marquesa,Valencià/català,,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/la-tomba-de-tutankhamon/,Hermi,,,,
08/02/2023 13:25:43,Oliva,19/12/2022,Música,,Concert de nadal tubes,Conservatori professional de música d'Oliva,Parc de l'Estació,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
10/02/2023 9:08:04,"Pobla de Farnals, la",19/12/2022,Altres,Taller de ilustració,"Diversi-on, libros y acción",,BIBLIOTECA MUNICIPAL,Espanyol,,Cultura,Bilingüe,https://www.lapobladefarnals.es/es/evento/taller-ilustracion-diversi-libros-accion,Joan,,,,
13/02/2023 11:12:30,Rocafort,19/12/2022,Conferència,,Imágenes desde la noche y la niebla,Artur Heras i Anacleto Ferrer,Villa Amparo,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
13/02/2023 13:50:17,Torrent,19/12/2022,Teatre,,MAYORES A ESCENA,GRUPO DE TEATRO VIRGEN DEL OLIVAR,CENTRO VIRGEN DEL OLIVAR,Valencià/català,,Cultura,Valencià/català,https://www.instagram.com/p/Ck8Evwot0o5/,Joan,,,,
08/03/2023 10:54:38,Alaquàs,20/12/2022,Música,,Concert,Thíasos Coral,CENTRE SOCIAL BENÀGER,Activitat sense llengua,,Altres,Espanyol,https://www.facebook.com/som.alaquas/posts/pfbid02iV1ahv1rZoKkYGtTMPzLCDxD3cZGAVXk9gwoCMfrX7G5txqGgZbWh8bUpfixwiu4l,Joan,,,,
09/02/2023 9:35:26,Benaguasil,20/12/2022,Exposició,,La Navidad de Playmobil,Jose Vicente Galiana,Biblioteca Municipal,Activitat sense llengua,,Altres,Espanyol,https://www.facebook.com/AytoBenaguasil/,Marina,,,,
08/02/2023 12:56:14,Bunyol,20/12/2022,Teatre,,Cube,JM Gestión Teatral,Teatre Montecarlo,No hi ha informació,2€,Altres,Espanyol,https://www.facebook.com/photo/?fbid=524778173028239&set=a.302065371966188,Hermi,,,,
07/02/2023 9:49:58,Carcaixent,20/12/2022,Presentació llibre,,LLEGIM ALS POBLES - NO HI HAVÍA A VALÈNCIA...,MERCÈ CLIMENT,BIBLIOTECA MUNICIPAL JULÍAN RIBERA - SALA D'ACTES,Valencià/català,,Cultura,Valencià/català,https://www.carcaixent.es/evento/cultura/llegim-als-pobles-merce-climent,Joan,,,,
08/02/2023 11:34:03,"Eliana, l´",20/12/2022,Música,,Concert de Nadal Orquestra de guitarres,UME,CASA DE LA MÚSICA,Activitat sense llengua,,Cultura,Valencià/català,https://www.leliana.es/va/evento/concert-nadal-orquestra-guitarres,Joan,,,,
06/02/2023 13:15:00,Gandia,20/12/2022,Música,,Audició Musical,Alumnes de l’Escola de Música de Gandia,Casa de la Marquesa,Activitat sense llengua,,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/audicio-musical-3/,Hermi,,,,
06/02/2023 13:13:34,Gandia,20/12/2022,Cinema,,Language lessons,,Teatre Serrano,Espanyol,4/3€,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/language-lessons/,Hermi,,,,
02/05/2023 9:43:54,Meliana,20/12/2022,Teatre,,Nadal Pirata,La Nena Crea,Plaça Major,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/aytomeliana/?locale=es_ES,Marina,,,,
09/02/2023 13:29:06,Montcada,20/12/2022,Música,,Concierto Banda Sinfónica Conservatorio y Coral Rondalla Año 2022,Banda Sinfónica Conservatorio i Coral Rondalla,,Activitat sense llengua,,Cultura,Espanyol,https://www.facebook.com/AjuntamentMoncada/?locale=es_ES,Marina,,,,
08/02/2023 13:39:46,Oliva,20/12/2022,Música,,Concierto solidario,Coro del conservatorio de Oliva,Edificio polivalente Oliva,Activitat sense llengua,8€,Cultura,Espanyol,https://www.facebook.com/AjuntamentOliva/,Blanca,,,,
13/02/2023 12:47:57,Ontinyent,20/12/2022,Exposició,,Museu tèxtil de la Comunitat Valenciana,,C/ del Músic úbeda 1,Activitat sense llengua,,Cultura,Valencià/català,https://www.ontinyent.es/va/evento-aviso/museu-del-textil-comunitat-valenciana,Blanca,,,,
13/02/2023 11:13:28,Rocafort,20/12/2022,Conferència,,"Les pioneres de l’edat de plata: dons, art i transformació del cànon", Purificació Mascarell,Villa Amparo,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
08/03/2023 10:49:49,Alaquàs,21/12/2022,Música,,Concert de Nadal,Jove Orquestra de la Unió Musical d'Alaquàs,Auditori Nou,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/photo/?fbid=502194425276929&set=pcb.502194581943580,Joan,,,,
07/02/2023 9:17:21,Alboraia,21/12/2022,Cinema,,El dia + curt,,Teatre l'Agrícola,No hi ha informació,,Cultura,Valencià/català,http://agendaalboraya.es/agenda-octubre-noviembre-2022,Hermi,,,,
07/02/2023 9:54:08,Alzira,21/12/2022,Exposició,,Exposició Torres Àrabs de la Ribera,,Museu Municipal d'Alzira,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
09/02/2023 9:45:41,Benaguasil,21/12/2022,Música,,Concerts de Nadal UM de Benaguasil,Banda d'Ensenyaments Professionals,Auditori UM de Benaguasil,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/AytoBenaguasil/,Marina,,,,
08/02/2023 11:04:56,Bétera,21/12/2022,Contacontes,,Chtistmas Workshop,John Cannings,Biblioteca Municipal,Anglès,,Cultura,Bilingüe,https://www.facebook.com/aytodebetera,Hermi,,,,
08/02/2023 12:54:50,Bunyol,21/12/2022,Club de lectura,,Compartiendo Lecturas,,Biblioteca Municipal,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo/?fbid=524778173028239&set=a.302065371966188,Hermi,,,,
08/02/2023 13:02:06,Bunyol,21/12/2022,Música,,"Concert Nadal: Orquestra i Cor Conservatori Professional de Música ""San Rafael""","Orquestra i Cor Conservatori Professional de Música ""San Rafael""",Església de la Venta,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Espanyol,https://www.facebook.com/photo/?fbid=524778173028239&set=a.302065371966188,Hermi,,,,
08/02/2023 11:35:02,"Eliana, l´",21/12/2022,Música,,CONCERT SOLIDARI - Voces por Benin," Coral Santísima Trinidad Valencia, Escola Coral La Nau, Cor Unió Musical de l’Eliana, Cor de l’Eliana, Cor Rivas Luna, Veus del Túria, Escola Les Carolines",AUDITORI MUNICIPAL,No hi ha informació,,Cultura,Valencià/català,https://www.leliana.es/va/evento/voces-por-benin,Joan,,,,
08/02/2023 11:35:40,"Eliana, l´",21/12/2022,Cinema,,Luz en el alma,,Centro Sociocultural - Sala Pep Torrent,Espanyol,,Cultura,Valencià/català,https://www.leliana.es/va/evento/luz-alma,Joan,,,,
06/02/2023 13:17:20,Gandia,21/12/2022,Música,,Concert de Nadal,Orfeó Borja,Palau Ducal dels Borja de Gandia,"Valencià/català, Espanyol",,Cultura,Valencià/català,https://cultura.gandia.org/esdeveniments/concert-de-nadal-3/,Hermi,,,,
09/02/2023 11:24:00,Godella,21/12/2022,Música,,Concert de Nadal: Banda Juvenil i Conjunt Instrumental de l’Escola de Música,Banda Juvenil i Conjunt Instrumental de l’Escola de Música del CMG,Teatre Capitolio,Activitat sense llengua,,En col·laboració o organitzat per una entitat ciutadana,Bilingüe,https://www.taquillagodella.es/val/producto/desembre-2022/audicio-de-banda-juvenil-i-conjunt-instrumental-de-lescola-de-musica-del-cmg/,Hermi,,,,
13/02/2023 11:14:44,Rocafort,21/12/2022,Lectura en veu alta,,Lectura poètica d''Errequerre', David Trashumante,Villa Amparo,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentderocafort/,Hermi,,,,
13/02/2023 13:56:42,Torrent,21/12/2022,Taller de teatre,,TALLER DE TEATRE AMB CIJ TORRENT,CIJ TORRENT,,Valencià/català,,Joventut,Bilingüe,https://www.instagram.com/p/CmbT9Q5tGr7/,Joan,,,,
08/02/2023 11:40:03,Aldaia,22/12/2022,Música,,50 anys de l'Orfeó d'Aldaia,L'Orfeo d'Aldaia i l'Echo Vocis de Sueca,Església de l'Anunciació,No hi ha informació,,Cultura,Valencià/català,https://www.aldaia.es/portada,Marina,,,,
07/02/2023 12:37:12,Algemesí,22/12/2022,Teatre,,Elfino i Selfi: Teatre al carrer nadalenc,,Barri del Carrascalet i barri del Raval,No hi ha informació,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalgemesi/?hl=es,Blanca,,,Difícilment automatitzable,És un PDF descarregable
07/02/2023 12:39:14,Algemesí,22/12/2022,Club de lectura,,Lo pasado no es un sueño,,Biblioteca municipal (Sala Vicent Castell),No hi ha informació,,Cultura,Valencià/català,https://www.instagram.com/ajuntamentalgemesi/?hl=es,Blanca,,,Difícilment automatitzable,És un PDF descarregable
07/02/2023 9:50:45,Alzira,22/12/2022,Teatre,,Representació teatral,Associació Afaradem d'Alzira,Casa de la Cultura,No hi ha informació,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/AjuntAlzira?locale=ca_ES,Marina,,,,
